chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match,flag
2231,0,4,5,1.5,s11,s21,e12,e23,o13,2.42,3,-1.156215357,1,tr
2231,1,4,17,2,s11,s21,e12,e23,o13,2.42,3,-1.781612026,0,tr
2232,0,13,4,1.5,s11,s21,e11,e21,o11,5.42,3,-2.023451077,0,tr
2232,1,9,12,2.75,s11,s21,e11,e21,o11,5.42,3,-1.055678739,1,tr
2233,0,5,6,2,s11,s21,e13,e21,o11,2.4,3,-1.31272591,1,tr
2233,1,4,16,2,s11,s21,e13,e21,o11,2.4,3,-2.512435797,0,tr
2234,0,17,6,1.5,s11,s22,e11,e22,o12,9.02,1,-3.435332862,0,tr
2234,1,14,15,2.75,s11,s22,e11,e22,o12,9.02,1,-2.024057702,1,tr
2235,0,5,6,1.5,s11,s21,e12,e22,o14,3.2,3,-1.723437548,1,tr
2235,1,5,16,2,s11,s21,e12,e22,o14,3.2,3,-1.806521535,0,tr
2236,0,7,7,1.5,s11,s21,e12,e23,o12,4.76,3,-1.802793225,1,tr
2236,1,6,15,2,s11,s21,e12,e23,o12,4.76,3,-1.834507568,0,tr
2237,0,4,5,1.5,s11,s21,e11,e22,o13,2.15,3,-1.283718936,0,tr
2237,1,3,14,2,s11,s21,e11,e22,o13,2.15,3,-0.766336947,1,tr
2238,0,5,5,1.5,s12,s21,e11,e22,o12,3.08,1,-1.715895986,1,tr
2238,1,5,20,2,s12,s21,e11,e22,o12,3.08,1,-1.780068535,0,tr
2239,0,9,4,2,s12,s21,e12,e22,o14,2.96,1,-1.712572679,1,tr
2239,1,4,16,2,s12,s21,e12,e22,o14,2.96,1,-1.858098168,0,tr
2240,0,14,7,1.5,s12,s23,e11,e22,o12,8.89,1,-2.906532065,0,tr
2240,1,13,17,2.75,s12,s23,e11,e22,o12,8.89,1,-2.499930017,1,tr
2241,0,8,3,2,s12,s21,e12,e22,o12,3.91,1,-1.596256054,1,ts
2241,1,6,15,2,s12,s21,e12,e22,o12,3.91,1,-2.015548268,0,ts
2242,0,7,3,1.5,s12,s21,e12,e22,o14,2.91,1,-1.453240966,1,tr
2242,1,4,16,2,s12,s21,e12,e22,o14,2.91,1,-1.976112426,0,tr
2243,0,8,4,1.5,s12,s21,e13,e22,o14,5.61,1,-1.91682674,1,tr
2243,1,8,14,2.75,s12,s21,e13,e22,o14,5.61,1,-2.53780521,0,tr
2244,0,6,6,1.5,s12,s21,e11,e22,o13,2.52,1,-2.018628521,0,tr
2244,1,4,17,2,s12,s21,e11,e22,o13,2.52,1,-1.288979379,1,tr
2245,0,6,4,1.5,s12,s21,e11,e23,o12,3.09,1,-1.502171197,0,tr
2245,1,5,14,2,s12,s21,e11,e23,o12,3.09,1,-0.69324572,1,tr
2246,0,18,4,1.5,s12,s21,e12,e21,o12,10.07,1,-3.035717731,1,tr
2246,1,15,16,3.5,s12,s21,e12,e21,o12,10.07,1,-3.273044487,0,tr
2247,0,26,5,1.5,s11,s21,e11,e22,o13,10.27,3,-3.659900711,0,tr
2247,1,14,18,3.5,s11,s21,e11,e22,o13,10.27,3,-2.691405057,1,tr
2248,0,12,5,2,s12,s21,e13,e22,o11,5,1,-2.51335228,1,tr
2248,1,7,15,2.75,s12,s21,e13,e22,o11,5,1,-2.60258939,0,tr
2249,0,7,6,1.5,s11,s21,e12,e21,o13,2.74,3,-1.474189338,0,tr
2249,1,4,13,2,s11,s21,e12,e21,o13,2.74,3,-1.354877925,1,tr
2250,0,7,5,1.5,s11,s21,e11,e21,o13,5.13,3,-1.545914545,1,tr
2250,1,7,17,2.75,s11,s21,e11,e21,o13,5.13,3,-1.830301284,0,tr
2251,0,10,4,1.5,s11,s23,e11,e22,o13,5.78,2,-1.936356668,1,tr
2251,1,9,15,2.75,s11,s23,e11,e22,o13,5.78,2,-2.83749228,0,tr
2252,0,4,6,2,s12,s21,e11,e23,o12,2.08,1,-1.2463804,0,tr
2252,1,3,15,2,s12,s21,e11,e23,o12,2.08,1,-0.61076177,1,tr
2253,0,10,5,1.5,s12,s21,e11,e22,o14,6.64,1,-2.079754575,0,tr
2253,1,9,14,2.75,s12,s21,e11,e22,o14,6.64,1,-1.238921077,1,tr
2254,0,8,6,1.5,s12,s21,e11,e22,o12,3.31,2,-2.415433279,1,tr
2254,1,5,17,2,s12,s21,e11,e22,o12,3.31,2,-3.047190049,0,tr
2255,0,7,7,1.5,s11,s21,e13,e22,o11,3.34,2,-2.550298433,1,tr
2255,1,5,13,2,s11,s21,e13,e22,o11,3.34,2,-3.137255054,0,tr
2256,0,21,4,1.5,s11,s21,e13,e21,o12,9.37,3,-2.652190123,1,tr
2256,1,13,16,2.75,s11,s21,e13,e21,o12,9.37,3,-3.468036056,0,tr
2257,0,26,5,1.5,s12,s22,e11,e21,o13,18.29,1,-4.055095571,0,ts
2257,1,25,15,4.25,s12,s22,e11,e21,o13,18.29,1,-3.705296385,1,ts
2258,0,8,6,1.5,s13,s21,e12,e22,o12,3.71,3,-1.445673865,1,tr
2258,1,6,14,2,s13,s21,e12,e22,o12,3.71,3,-1.772284652,0,tr
2259,0,19,3,1.5,s12,s23,e12,e21,o11,11.32,1,-3.186786854,1,ts
2259,1,17,16,3.5,s12,s23,e12,e21,o11,11.32,1,-3.398552855,0,ts
2260,0,8,6,1.5,s11,s21,e13,e22,o13,3.84,3,-1.662299077,1,tr
2260,1,6,18,2,s11,s21,e13,e22,o13,3.84,3,-2.807364556,0,tr
2261,0,16,5,1.5,s12,s21,e11,e22,o13,6.38,1,-3.057516412,0,tr
2261,1,10,14,2.75,s12,s21,e11,e22,o13,6.38,1,-1.628692518,1,tr
2262,0,39,5,2,s12,s21,e11,e22,o12,20.34,1,-5.815898945,0,tr
2262,1,32,14,5,s12,s21,e11,e22,o12,20.34,1,-4.681694704,1,tr
2263,0,4,4,1.5,s12,s21,e12,e22,o13,2.39,1,-1.097348398,1,tr
2263,1,4,16,2,s12,s21,e12,e22,o13,2.39,1,-1.546978649,0,tr
2264,0,7,5,1.5,s11,s23,e13,e22,o14,4.04,2,-1.984262696,1,tr
2264,1,6,15,2,s11,s23,e13,e22,o14,4.04,2,-4.049333623,0,tr
2265,0,8,5,2,s12,s21,e12,e23,o13,6.22,1,-1.756297198,1,tr
2265,1,9,14,2.75,s12,s21,e12,e23,o13,6.22,1,-1.86045634,0,tr
2266,0,6,5,2,s11,s21,e12,e22,o12,3.49,3,-1.445900332,0,tr
2266,1,5,14,2,s11,s21,e12,e22,o12,3.49,3,-1.358503058,1,tr
2267,0,26,7,1.5,s12,s22,e11,e22,o13,12.43,3,-3.82729165,0,tr
2267,1,19,16,3.5,s12,s22,e11,e22,o13,12.43,3,-2.677242741,1,tr
2268,0,8,6,1.5,s12,s21,e12,e23,o11,3.7,1,-1.975247166,0,tr
2268,1,5,10,2,s12,s21,e12,e23,o11,3.7,1,-0.878591989,1,tr
2269,0,5,4,1.5,s11,s22,e12,e22,o14,3.41,2,-1.781957106,1,ts
2269,1,6,16,2,s11,s22,e12,e22,o14,3.41,2,-3.631662884,0,ts
2270,0,6,6,1.5,s11,s21,e13,e22,o13,2.84,3,-1.800655317,1,tr
2270,1,4,16,2,s11,s21,e13,e22,o13,2.84,3,-2.389115244,0,tr
2271,0,5,5,2,s11,s21,e13,e22,o13,4.63,3,-1.499403903,1,tr
2271,1,7,18,2,s11,s21,e13,e22,o13,4.63,3,-2.858567222,0,tr
2272,0,6,3,1.5,s12,s21,e12,e22,o12,4.11,1,-1.322024748,1,tr
2272,1,6,13,2,s12,s21,e12,e22,o12,4.11,1,-1.532187408,0,tr
2273,0,7,5,1.5,s11,s21,e11,e22,o12,4.04,3,-1.776259365,0,tr
2273,1,6,16,2,s11,s21,e11,e22,o12,4.04,3,-1.508984994,1,tr
2274,0,29,5,1.5,s12,s23,e11,e23,o11,15.66,2,-4.39609839,1,tr
2274,1,21,17,4.25,s12,s23,e11,e23,o11,15.66,2,-5.159986964,0,tr
2275,0,5,6,1.5,s12,s21,e12,e22,o11,2.33,1,-1.662146331,0,tr
2275,1,4,14,2,s12,s21,e12,e22,o11,2.33,1,-1.559925517,1,tr
2276,0,6,4,1.5,s12,s21,e11,e21,o12,3.21,1,-1.539726756,1,tr
2276,1,5,16,2,s12,s21,e11,e21,o12,3.21,1,-1.54635345,0,tr
2277,0,23,3,1.5,s12,s21,e12,e23,o13,10.29,1,-3.42553327,0,tr
2277,1,14,16,3.5,s12,s21,e12,e23,o13,10.29,1,-2.872330386,1,tr
2278,0,5,5,1.5,s12,s21,e11,e21,o13,3.24,1,-1.769341154,0,tr
2278,1,5,14,2,s12,s21,e11,e21,o13,3.24,1,-0.935522274,1,tr
2279,0,10,7,2,s12,s23,e11,e21,o12,5.7,1,-2.33272358,0,tr
2279,1,9,13,2.75,s12,s23,e11,e21,o12,5.7,1,-0.948154087,1,tr
2280,0,14,6,2,s12,s21,e13,e23,o12,7.48,1,-2.749053977,1,tr
2280,1,11,16,2.75,s12,s21,e13,e23,o12,7.48,1,-2.903094282,0,tr
2281,0,7,6,1.5,s12,s23,e11,e22,o13,3.28,1,-1.990706592,0,tr
2281,1,4,17,2,s12,s23,e11,e22,o13,3.28,1,-1.458328082,1,tr
2282,0,14,4,1.5,s11,s21,e12,e23,o13,8,3,-2.054811585,0,tr
2282,1,13,13,2.75,s11,s21,e12,e23,o13,8,3,-1.945145962,1,tr
2283,0,10,7,1.5,s11,s21,e11,e22,o13,6.2,3,-2.31425465,0,ts
2283,1,10,12,2.75,s11,s21,e11,e22,o13,6.2,3,-1.240012978,1,ts
2284,0,9,6,1.5,s12,s21,e11,e21,o12,4.92,1,-2.018985806,0,tr
2284,1,7,15,2,s12,s21,e11,e21,o12,4.92,1,-1.384878572,1,tr
2285,0,5,4,2,s12,s21,e13,e22,o13,2.58,1,-1.280170765,1,ts
2285,1,4,16,2,s12,s21,e13,e22,o13,2.58,1,-2.036809409,0,ts
2286,0,13,6,1.5,s11,s21,e13,e22,o12,7.58,3,-2.384065514,1,tr
2286,1,11,16,2.75,s11,s21,e13,e22,o12,7.58,3,-3.181456739,0,tr
2287,0,17,6,1.5,s12,s21,e11,e22,o12,12.2,1,-3.013369013,1,tr
2287,1,17,19,3.5,s12,s21,e11,e22,o12,12.2,1,-3.122102415,0,tr
2288,0,13,4,2,s12,s21,e11,e22,o13,5.2,1,-2.25113532,0,tr
2288,1,7,15,2.75,s12,s21,e11,e22,o13,5.2,1,-1.330442283,1,tr
2289,0,11,5,2,s11,s21,e12,e23,o12,5.25,1,-2.295561956,0,ts
2289,1,9,15,2.75,s11,s21,e12,e23,o12,5.25,1,-1.99670443,1,ts
2290,0,5,7,1.5,s12,s21,e12,e22,o12,2.59,1,-1.735800278,1,ts
2290,1,4,15,2,s12,s21,e12,e22,o12,2.59,1,-1.789105088,0,ts
2291,0,4,4,1.5,s12,s21,e11,e23,o13,2.08,1,-1.306162191,0,tr
2291,1,3,16,2,s12,s21,e11,e23,o13,2.08,1,-0.659738659,1,tr
2292,0,20,5,2,s12,s21,e12,e23,o13,12.29,1,-3.482981734,0,tr
2292,1,18,17,3.5,s12,s21,e12,e23,o13,12.29,1,-3.46562451,1,tr
2293,0,5,5,2,s11,s21,e12,e22,o11,2.21,3,-1.238190752,1,tr
2293,1,3,14,2,s11,s21,e12,e22,o11,2.21,3,-1.746250543,0,tr
2294,0,5,8,1.5,s11,s21,e11,e22,o12,3.82,3,-1.824022461,0,tr
2294,1,6,15,2,s11,s21,e11,e22,o12,3.82,3,-1.057052923,1,tr
2295,0,5,5,1.5,s12,s21,e11,e23,o13,2.53,1,-1.439379712,0,tr
2295,1,4,19,2,s12,s21,e11,e23,o13,2.53,1,-1.326359534,1,tr
2296,0,11,6,1.5,s12,s21,e11,e21,o12,6.06,1,-2.238946417,0,tr
2296,1,9,13,2.75,s12,s21,e11,e21,o12,6.06,1,-1.204636422,1,tr
2297,0,11,5,1.5,s12,s21,e11,e22,o13,7.56,1,-2.403806628,1,tr
2297,1,13,18,2.75,s12,s21,e11,e22,o13,7.56,1,-2.616276939,0,tr
2298,0,4,6,1.5,s12,s21,e11,e22,o12,2.11,1,-1.673229383,0,tr
2298,1,3,16,2,s12,s21,e11,e22,o12,2.11,1,-1.06392722,1,tr
2299,0,6,5,1.5,s13,s21,e12,e22,o11,3.08,3,-1.497771612,0,tr
2299,1,5,12,2,s13,s21,e12,e22,o11,3.08,3,-1.422050151,1,tr
2300,0,15,5,1.5,s11,s21,e11,e23,o13,9.11,3,-2.559670757,1,tr
2300,1,14,19,2.75,s11,s21,e11,e23,o13,9.11,3,-2.682925136,0,tr
2301,0,27,4,1.5,s12,s23,e12,e23,o13,15.07,1,-4.260504255,0,tr
2301,1,19,13,4.25,s12,s23,e12,e23,o13,15.07,1,-3.027713873,1,tr
2302,0,5,5,1.5,s12,s22,e12,e21,o12,2.63,1,-1.353687075,1,ts
2302,1,4,14,2,s12,s22,e12,e21,o12,2.63,1,-1.589872446,0,ts
2303,0,19,8,1.5,s11,s21,e11,e22,o11,9.71,2,-3.671135974,1,ts
2303,1,15,16,2.75,s11,s21,e11,e22,o11,9.71,2,-3.793209631,0,ts
2304,0,23,5,1.5,s12,s21,e11,e22,o12,11.91,1,-3.678232273,0,ts
2304,1,17,14,3.5,s12,s21,e11,e22,o12,11.91,1,-2.739444367,1,ts
2305,0,18,6,1.5,s12,s23,e13,e22,o12,8.54,1,-2.993993703,1,tr
2305,1,14,15,2.75,s12,s23,e13,e22,o12,8.54,1,-3.352831576,0,tr
2306,0,14,7,1.5,s12,s21,e12,e23,o11,4.66,1,-3.13751842,0,tr
2306,1,7,21,2,s12,s21,e12,e23,o11,4.66,1,-2.717113883,1,tr
2307,0,32,5,1.5,s11,s21,e11,e22,o13,15.92,3,-4.007250291,0,ts
2307,1,22,13,4.25,s11,s21,e11,e22,o13,15.92,3,-2.558054517,1,ts
2308,0,20,4,1.5,s12,s23,e12,e22,o13,7.53,1,-3.031947387,0,ts
2308,1,11,17,2.75,s12,s23,e12,e22,o13,7.53,1,-2.922197504,1,ts
2309,0,6,4,2,s13,s21,e12,e21,o13,3.15,3,-1.395136137,1,tr
2309,1,5,16,2,s13,s21,e12,e21,o13,3.15,3,-2.17460347,0,tr
2310,0,4,5,1.5,s11,s21,e11,e21,o13,2.06,1,-1.014111912,0,tr
2310,1,3,15,2,s11,s21,e11,e21,o13,2.06,1,-0.71440903,1,tr
2311,0,9,4,1.5,s11,s21,e12,e21,o11,3.41,3,-1.733023493,1,tr
2311,1,5,20,2,s11,s21,e12,e21,o11,3.41,3,-2.768466582,0,tr
2312,0,39,6,1.5,s12,s23,e11,e21,o13,22.96,1,-6.086838781,0,tr
2312,1,37,16,5,s12,s23,e11,e21,o13,22.96,1,-5.219441872,1,tr
2313,0,10,6,1.5,s11,s21,e11,e22,o14,3.88,3,-1.646846134,0,ts
2313,1,5,13,2,s11,s21,e11,e22,o14,3.88,3,-0.81011649,1,ts
2314,0,16,3,1.5,s12,s21,e12,e22,o13,10.09,1,-2.367858704,1,ts
2314,1,15,17,3.5,s12,s21,e12,e22,o13,10.09,1,-3.185777035,0,ts
2315,0,8,6,1.5,s12,s21,e11,e22,o13,4.04,1,-1.766730732,0,tr
2315,1,6,13,2,s12,s21,e11,e22,o13,4.04,1,-0.541190311,1,tr
2316,0,6,4,1.5,s11,s21,e11,e22,o13,3.41,3,-1.325155119,0,tr
2316,1,6,14,2,s11,s21,e11,e22,o13,3.41,3,-0.860909516,1,tr
2317,0,15,5,1.5,s11,s21,e11,e22,o12,8.26,3,-2.223137407,0,tr
2317,1,13,13,2.75,s11,s21,e11,e22,o12,8.26,3,-1.599442961,1,tr
2318,0,4,5,1.5,s12,s23,e11,e22,o13,3.77,2,-1.990780651,1,tr
2318,1,6,13,2,s12,s23,e11,e22,o13,3.77,2,-2.058187111,0,tr
2319,0,26,5,1.5,s12,s21,e11,e22,o13,15.44,1,-4.008814267,0,ts
2319,1,24,16,4.25,s12,s21,e11,e22,o13,15.44,1,-3.474132523,1,ts
2320,0,9,5,2,s11,s21,e11,e22,o12,5.61,3,-1.702311866,0,tr
2320,1,7,15,2.75,s11,s21,e11,e22,o12,5.61,3,-1.283927416,1,tr
2321,0,14,5,1.5,s12,s21,e12,e22,o13,6.9,1,-2.604814353,0,tr
2321,1,9,14,2.75,s12,s21,e12,e22,o13,6.9,1,-2.049607116,1,tr
2322,0,32,3,2,s12,s23,e12,e22,o13,13.95,1,-4.339132449,1,tr
2322,1,24,17,3.5,s12,s23,e12,e22,o13,13.95,1,-4.448140426,0,tr
2323,0,43,5,1.5,s11,s21,e11,e22,o12,15.48,3,-5.328281343,0,tr
2323,1,24,21,4.25,s11,s21,e11,e22,o12,15.48,3,-4.068021544,1,tr
2324,0,6,7,1.5,s12,s21,e12,e22,o12,3.72,1,-1.879328126,0,tr
2324,1,5,11,2,s12,s21,e12,e22,o12,3.72,1,-1.438987013,1,tr
2325,0,6,4,1.5,s11,s21,e11,e21,o12,3.15,3,-1.627914683,0,ts
2325,1,5,13,2,s11,s21,e11,e21,o12,3.15,3,-0.77566987,1,ts
2326,0,6,5,1.5,s11,s21,e11,e22,o12,2.92,3,-1.46871145,0,tr
2326,1,4,16,2,s11,s21,e11,e22,o12,2.92,3,-1.035646339,1,tr
2327,0,26,5,2,s13,s21,e13,e22,o13,8.86,3,-3.553629209,0,tr
2327,1,13,14,2.75,s13,s21,e13,e22,o13,8.86,3,-2.812591671,1,tr
2328,0,14,5,1.5,s11,s21,e11,e22,o13,6.56,3,-1.883002055,0,tr
2328,1,9,15,2.75,s11,s21,e11,e22,o13,6.56,3,-1.300241586,1,tr
2329,0,7,3,1.5,s11,s23,e11,e21,o12,4.6,2,-1.497883248,1,ts
2329,1,7,14,2,s11,s23,e11,e21,o12,4.6,2,-2.535003863,0,ts
2330,0,2,5,1.5,s12,s21,e11,e22,o11,2.26,1,-0.966436226,1,tr
2330,1,3,16,2,s12,s21,e11,e22,o11,2.26,1,-0.986468805,0,tr
2331,0,5,4,1.5,s11,s23,e12,e21,o12,2.15,2,-1.609557578,1,tr
2331,1,3,19,2,s11,s23,e12,e21,o12,2.15,2,-4.32431833,0,tr
2332,0,6,5,2,s12,s21,e12,e22,o14,2.79,1,-1.783983066,0,tr
2332,1,4,14,2,s12,s21,e12,e22,o14,2.79,1,-1.454272252,1,tr
2333,0,7,5,1.5,s11,s21,e11,e23,o13,3.37,3,-1.804346977,0,ts
2333,1,4,14,2,s11,s21,e11,e23,o13,3.37,3,-0.633049757,1,ts
2334,0,10,5,1.5,s11,s21,e13,e23,o12,5.78,3,-1.746761395,1,tr
2334,1,8,16,2.75,s11,s21,e13,e23,o12,5.78,3,-2.525792658,0,tr
2335,0,5,4,1.5,s12,s21,e11,e23,o11,2.15,1,-0.846751135,0,tr
2335,1,4,11,2,s12,s21,e11,e23,o11,2.15,1,-0.287465709,1,tr
2336,0,5,4,1.5,s12,s22,e12,e21,o14,2.09,1,-1.230169479,1,ts
2336,1,3,14,2,s12,s22,e12,e21,o14,2.09,1,-1.528461342,0,ts
2337,0,35,7,1.5,s11,s21,e11,e22,o12,18.28,3,-4.937322573,0,tr
2337,1,28,14,4.25,s11,s21,e11,e22,o12,18.28,3,-3.206303854,1,tr
2338,0,30,5,2,s12,s21,e12,e22,o13,12.43,1,-4.622360118,0,tr
2338,1,19,11,3.5,s12,s21,e12,e22,o13,12.43,1,-3.120890695,1,tr
2339,0,9,3,2,s12,s21,e11,e23,o13,4.03,1,-1.59011188,0,tr
2339,1,6,13,2,s12,s21,e11,e23,o13,4.03,1,-0.611441828,1,tr
2340,0,8,4,1.5,s11,s21,e11,e22,o12,3.63,3,-1.482269847,0,tr
2340,1,6,17,2,s11,s21,e11,e22,o12,3.63,3,-1.35634365,1,tr
2341,0,10,4,1.5,s11,s21,e11,e22,o12,6.18,3,-1.765643378,0,ts
2341,1,9,15,2.75,s11,s21,e11,e22,o12,6.18,3,-1.4087849,1,ts
2342,0,23,6,2,s12,s23,e12,e22,o11,11.98,1,-3.751148659,0,tr
2342,1,18,15,3.5,s12,s23,e12,e22,o11,11.98,1,-3.447940285,1,tr
2343,0,11,6,1.5,s11,s23,e11,e22,o13,5.9,2,-2.64292282,1,tr
2343,1,8,17,2.75,s11,s23,e11,e22,o13,5.9,2,-3.414857897,0,tr
2344,0,40,5,1.5,s11,s21,e12,e22,o12,25.01,3,-4.830494608,1,tr
2344,1,36,15,5.75,s11,s21,e12,e22,o12,25.01,3,-5.202505334,0,tr
2345,0,12,5,1.5,s12,s21,e13,e22,o11,7.45,1,-2.072400652,1,tr
2345,1,11,17,2.75,s12,s21,e13,e22,o11,7.45,1,-3.416417011,0,tr
2346,0,14,5,1.5,s12,s21,e11,e22,o12,6.86,1,-2.529319865,0,tr
2346,1,11,16,2.75,s12,s21,e11,e22,o12,6.86,1,-2.036227478,1,tr
2347,0,5,5,2,s11,s21,e11,e22,o14,2.06,2,-1.855485912,1,tr
2347,1,3,15,2,s11,s21,e11,e22,o14,2.06,2,-2.142538868,0,tr
2348,0,33,6,2,s11,s21,e12,e21,o11,18.21,3,-4.28915403,1,tr
2348,1,27,19,4.25,s11,s21,e12,e21,o11,18.21,3,-4.861856904,0,tr
2349,0,45,4,1.5,s12,s21,e11,e22,o12,26.62,1,-6.279630372,0,tr
2349,1,42,15,5.75,s12,s21,e11,e22,o12,26.62,1,-5.965691481,1,tr
2350,0,19,4,1.5,s11,s21,e12,e22,o12,9.39,3,-2.578070457,1,tr
2350,1,15,16,2.75,s11,s21,e12,e22,o12,9.39,3,-3.291285489,0,tr
2351,0,10,5,2,s12,s21,e11,e22,o13,5.93,1,-1.868579163,0,tr
2351,1,9,16,2.75,s12,s21,e11,e22,o13,5.93,1,-1.609226745,1,tr
2352,0,9,6,1.5,s12,s21,e12,e22,o12,5.45,1,-2.128707557,0,tr
2352,1,8,13,2.75,s12,s21,e12,e22,o12,5.45,1,-2.028177126,1,tr
2353,0,16,5,1.5,s12,s21,e12,e23,o11,6.58,1,-2.792258138,0,tr
2353,1,11,16,2.75,s12,s21,e12,e23,o11,6.58,1,-2.744937045,1,tr
2354,0,7,5,1.5,s11,s22,e12,e21,o11,3.68,2,-1.934786052,1,ts
2354,1,6,17,2,s11,s22,e12,e21,o11,3.68,2,-3.782904321,0,ts
2355,0,9,5,1.5,s11,s21,e12,e22,o13,3.04,3,-1.736886069,1,tr
2355,1,4,14,2,s11,s21,e12,e22,o13,3.04,3,-1.834060023,0,tr
2356,0,12,5,1.5,s12,s22,e11,e22,o13,6.24,1,-2.293651959,0,ts
2356,1,10,14,2.75,s12,s22,e11,e22,o13,6.24,1,-1.628628506,1,ts
2357,0,15,5,1.5,s12,s21,e12,e22,o13,7.94,1,-2.813507774,1,ts
2357,1,12,19,2.75,s12,s21,e12,e22,o13,7.94,1,-3.339699191,0,ts
2358,0,10,6,2,s12,s21,e11,e23,o12,3.97,1,-2.205622661,0,tr
2358,1,6,16,2,s12,s21,e11,e23,o12,3.97,1,-0.98868904,1,tr
2359,0,15,6,1.5,s12,s21,e12,e22,o13,7.96,1,-2.624065834,1,tr
2359,1,12,15,2.75,s12,s21,e12,e22,o13,7.96,1,-3.005960287,0,tr
2360,0,7,6,1.5,s12,s23,e11,e21,o13,2.8,1,-1.644139245,0,ts
2360,1,4,16,2,s12,s23,e11,e21,o13,2.8,1,-1.29178642,1,ts
2361,0,6,5,1.5,s12,s21,e12,e23,o12,2.72,1,-1.743020884,1,tr
2361,1,4,17,2,s12,s21,e12,e23,o12,2.72,1,-2.071154335,0,tr
2362,0,13,5,1.5,s11,s21,e11,e21,o12,5.8,3,-1.967708849,0,tr
2362,1,8,15,2.75,s11,s21,e11,e21,o12,5.8,3,-1.581831434,1,tr
2363,0,14,6,1.5,s12,s21,e12,e22,o11,8.57,1,-2.594788154,0,tr
2363,1,14,12,2.75,s12,s21,e12,e22,o11,8.57,1,-2.534009834,1,tr
2364,0,10,6,1.5,s12,s21,e13,e23,o13,4.22,1,-2.195670744,1,ts
2364,1,7,14,2,s12,s21,e13,e23,o13,4.22,1,-2.210408577,0,ts
2365,0,6,7,1.5,s12,s21,e12,e22,o11,2.99,1,-1.961390105,0,tr
2365,1,4,16,2,s12,s21,e12,e22,o11,2.99,1,-1.861723749,1,tr
2366,0,18,4,1.5,s11,s22,e12,e21,o12,9.03,2,-2.988889574,0,tr
2366,1,13,9,2.75,s11,s22,e12,e21,o12,9.03,2,-2.682062172,1,tr
2367,0,9,5,1.5,s11,s21,e11,e23,o13,3.48,1,-1.766478615,0,tr
2367,1,5,16,2,s11,s21,e11,e23,o13,3.48,1,-1.036790272,1,tr
2368,0,28,4,1.5,s11,s21,e11,e22,o13,12.37,3,-3.325096054,0,tr
2368,1,19,16,3.5,s11,s21,e11,e22,o13,12.37,3,-2.54528972,1,tr
2369,0,3,6,1.5,s12,s21,e12,e21,o11,2.51,1,-1.558501066,1,tr
2369,1,4,12,2,s12,s21,e12,e21,o11,2.51,1,-1.610507356,0,tr
2370,0,14,6,1.5,s11,s21,e11,e22,o13,7.49,3,-2.330553092,0,tr
2370,1,10,13,2.75,s11,s21,e11,e22,o13,7.49,3,-1.210633161,1,tr
2371,0,36,4,2,s12,s21,e12,e21,o12,14.85,1,-5.259824054,0,tr
2371,1,21,12,3.5,s12,s21,e12,e21,o12,14.85,1,-3.608053736,1,tr
2372,0,9,6,2,s12,s21,e11,e21,o12,5.72,1,-2.238460904,0,tr
2372,1,7,12,2.75,s12,s21,e11,e21,o12,5.72,1,-0.945786454,1,tr
2373,0,3,5,1.5,s11,s21,e12,e22,o11,2.14,3,-1.023286239,1,ts
2373,1,3,16,2,s11,s21,e12,e22,o11,2.14,3,-1.699246216,0,ts
2374,0,24,4,1.5,s12,s21,e11,e22,o12,13.01,1,-3.567164682,0,ts
2374,1,20,17,3.5,s12,s21,e11,e22,o12,13.01,1,-3.261314251,1,ts
2375,0,11,7,1.5,s12,s23,e11,e21,o14,6.48,1,-2.546642657,0,ts
2375,1,10,15,2.75,s12,s23,e11,e21,o14,6.48,1,-1.674507329,1,ts
2376,0,6,6,1.5,s11,s21,e12,e22,o13,3.35,3,-1.841221411,0,tr
2376,1,5,9,2,s11,s21,e12,e22,o13,3.35,3,-0.972559638,1,tr
2377,0,11,5,1.5,s12,s21,e11,e22,o12,4.45,1,-2.407916013,0,tr
2377,1,6,16,2,s12,s21,e11,e22,o12,4.45,1,-1.022748379,1,tr
2378,0,14,3,1.5,s12,s21,e11,e22,o13,6.83,1,-2.325832139,0,tr
2378,1,10,19,2.75,s12,s21,e11,e22,o13,6.83,1,-2.180727628,1,tr
2379,0,7,4,1.5,s12,s22,e12,e22,o13,3.39,1,-1.489584158,1,ts
2379,1,5,15,2,s12,s22,e12,e22,o13,3.39,1,-1.980409311,0,ts
2380,0,4,3,1.5,s12,s21,e11,e21,o13,2.18,1,-0.968302625,0,ts
2380,1,3,12,2,s12,s21,e11,e21,o13,2.18,1,-0.392181387,1,ts
2381,0,11,6,1.5,s11,s21,e12,e22,o12,4.34,3,-2.205511722,0,tr
2381,1,7,16,2,s11,s21,e12,e22,o12,4.34,3,-2.125657253,1,tr
2382,0,7,6,1.5,s11,s21,e12,e22,o13,3.94,3,-1.84606397,1,tr
2382,1,6,14,2,s11,s21,e12,e22,o13,3.94,3,-2.003544689,0,tr
2383,0,7,4,1.5,s11,s21,e12,e22,o13,4.15,3,-1.262180188,1,tr
2383,1,5,17,2,s11,s21,e12,e22,o13,4.15,3,-2.009848969,0,tr
2384,0,17,4,1.5,s11,s21,e13,e23,o14,7.23,3,-2.345055728,1,tr
2384,1,12,17,2.75,s11,s21,e13,e23,o14,7.23,3,-3.137948814,0,tr
